;Smiles;Output
3303;Cc1ccc(-c2c[nH]cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1;2,81
3304;O=C(NO)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1;3,23
3305;COc1cc(/C=C2/SC(=O)NC2=O)cc(OC)c1O;0,74
3306;NC(=O)c1sc(-c2ccsc2)cc1N;2,23
3307;CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N;2,79
3308;Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(CO)cc3)ccc12;2,86
3309;O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(F)c1;2,84
3310;CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F;2,87
3311;O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1;2,14
3312;O=C(O)c1cc2cc(C(F)(F)F)ccc2n1Cc1ccc(Cl)c(Cl)c1;3,07
3313;C[C@H](CO)n1ccc2c(NC(=O)Cc3ccc(Cl)c(C(F)(F)F)c3)cccc2c1=O;3,49
3314;COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2;0,5
3315;Nc1ncnc2ccccc12;1,26
3316;CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cc(-c4n[nH]c(=O)o4)cnc3OC)cnc2[nH]1;2,91
3317;C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(N)nc12;3,22
3318;CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21;2,7
3319;CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2;-1,29
3320;Cc1cccc(C)c1OC[C@H](C)N;0,6
3321;CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1;1,3
3322;Cn1c(CN2CCC(c3ccccc3)CC2)nc2ccccc21;3,6
3323;COc1cccc(-c2ccc(/C=C3\SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2)c1OC;1,5
3324;Cc1cnc(-c2cc(NC(=O)c3ccc(C(F)(F)F)nc3C)ccc2Cl)[nH]1;3,3
3325;Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl;3,29
3326;N#Cc1nc(N2CCCC2)c(N)c(N2CCOCC2)n1;2,25
3327;COCCNCc1cncc(-c2ccc(F)cc2OC)n1;1,61
3328;CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1;1,14
3329;CSc1nc(N)nc(-c2ccccc2)n1;2,98
3330;N#Cc1c2c3ccc(N4CCSCC4)c4cccc(c-2nc1=O)c43;3,22
3331;Cc1oc2cc(O)ccc2c(=O)c1-c1ccccc1;2,95
3332;COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC(C)C)nnc23)c1;3,77
3333;Oc1c2ncc3ccccc3c2nn1-c1ccc(Cl)cc1;1,52
3334;CC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;3,1
3335;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1;1,88
3336;O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccccc2)o1;2,9
3337;CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1;1,29
3338;C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12;2,98
3339;Clc1ccc2c(c1Nc1ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n1)OCO2;3,25
3340;CC(C)Cn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1;3,72
3341;NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N[C@H]1CCCNC1;1,27
3342;CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2OC)cc1;1
3343;COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C;1,67
3344;CC(C)(C(N)=O)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br;2,32
3345;CN[C@@H](C)C(=O)N[C@H](C(=O)N(C)[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1;2,34
3346;Cc1cc2n[nH]c(=O)n2c2cc(-c3ccncc3)ccc12;2,29
3347;COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@@H](NC(C)=O)CC2;1,81
3348;Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl;3,26
3349;CCCCNc1ccc(C(=O)OCCN(C)C)cc1;2,11
3350;CC(Oc1c(Cl)cccc1Cl)C1=NCCN1;0,48
3351;Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C;0,4
3352;Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O;-0,98
3353;c1ccc(-c2n[nH]c(-c3ccncc3)n2)nc1;1,48
3354;CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1;1,81
3355;Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1;3,19
3356;Fc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1;3,46
3357;O=c1[nH][nH]c(=O)c2c(O)c3c(Cl)cc(Cl)cc3nc12;0,89
3358;CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(C(F)(F)F)c2)cc1;1,9
3359;CC[C@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1;2,7
3360;COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C;-0,69
3361;NS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1;2,17
3362;O=c1oc(-c2ccccc2)cc2ccccc12;3,84
3363;CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C;2,03
3364;CC(=O)NCc1ccc(CN2CCN(c3ccccc3)CC2)cc1;1,78
3365;COc1ccc(Cn2c(=O)[nH]c3c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c4ccccc4)cc3c2=O)cc1;2,93
3366;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C;2,9
3367;CCOC(=O)c1ccc(COC2CN(c3ccc(C)nn3)C2)cc1;2,5
3368;Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1;3,47
3369;CC(C)N1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1;1,62
3370;CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O;2,31
3371;CS(=O)(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1;2,7
3372;Oc1ncnc2onc(-c3ccc(F)cc3)c12;1,97
3373;Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O;0,58
3374;NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1;2,5
3375;O=C(O)c1ccc2[nH]c(C(F)(F)F)nc2c1;-1,08
3376;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;3,37
3377;C[C@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1;1,69
3378;CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1;2,2
3379;Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](Cc4nnn[nH]4)CC3)cc2)nc1C(N)=O;1,4
3380;COc1cc2c(Nc3ccc(F)cc3F)c(C(N)=O)cnc2cc1NCCN(C)C;1,71
3381;COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1;2,69
3382;O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12;2,78
3383;O=S(=O)(c1cccc(-c2cn3cccnc3n2)c1)N1CCOCC1;1,3
3384;CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1;3
3385;COc1ccnc(NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1;2,82
3386;CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1;0,92
3387;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1)C1CCCCC1;2,12
3388;Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1;1,94
3389;CC(=O)N1CCOc2nc(OCc3ccccc3)ccc21;2,4
3390;Cc1ccc(C(=O)NC2CCC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O;2,25
3391;NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1;2,8
3392;CC(C)(C)NC(=O)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1;4,13
3393;Cc1cc(Nc2nc(NCc3ccccn3)ncc2Br)n[nH]1;2,8
3394;C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O;1,48
3395;CCOC(=O)c1coc2ccccc2c1=O;1,81
3396;CC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;2,88
3397;Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)c(C)nn2-c2ccccc2)cc1;1,94
3398;CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21;1,95
3399;COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1;0,15
3400;C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCCO)cc1Cl)C(F)(F)F;2,1
3401;CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O;1,33
3402;COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC;1,42
3403;CS(=O)(=O)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3;1,5
3404;COc1cc2ncc(C(N)=O)c(Nc3cc(F)ccc3F)c2cc1OC;2,9
3405;Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1;3
3406;COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(OC)c(-c2cnc3ccccn23)n1;3,2
3407;O=C(N[C@@H](Cc1ccc(OCCc2ccc3c(n2)NCCC3)cc1)C(=O)O)c1c(Cl)cccc1Cl;0,33
3408;COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)no4)n3)n[nH]2)cc(OC)c1;3,1
3409;CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NS(C)(=O)=O)cc2)n1;0,85
3410;COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1;2,27
3411;NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1;-0,94
3412;Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1;1,79
3413;CC(C(=O)O)c1cccc(Oc2ccccc2)c1;0,71
3414;CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O;-0,89
3415;O=c1cc(N2CCOCC2)oc2c(-c3cccc4c5c(sc34)CCCC5)cccc12;4,1
3416;CN1CCCC1CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;2,01
3417;CC(=O)c1noc(C)c1C(=O)Nc1nccs1;1,94
3418;COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(N)cccn23)n1;3,4
3419;O=C(N[C@@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1;1,77
3420;Cc1c(-c2ccc(O)cc2)n(C)c2ccc(O)cc12;3,8
3421;CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1;3
3422;COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12;3,77
3423;COc1cc(F)ccc1-c1cncc(CNC(=O)C2CCC2)c1;3,2
3424;Oc1cc(Cl)cc(Cl)c1;3,58
3425;CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1;2,97
3426;COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;-0,18
3427;CCOc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1;2,63
3428;CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2)cc1;2,8
3429;NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1;1,92
3430;Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1;2,61
3431;CC(=O)N(C)c1ccccc1;1,1
3432;CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1;1,53
3433;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2;0,82
3434;CC(C)(C)c1ccc(-c2n[nH]c(NC(=O)c3ccccc3Cl)c2Br)cc1;4,3
3435;CC(C)[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O;3,05
3436;O=C(O)COc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1;1,09
3437;O=C1COc2ccccc2N1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1;1,04
3438;CNCCC=C1c2ccccc2CCc2ccccc21;1,58
3439;CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1;2,46
3440;O=C(Nc1ccccc1)N1CCOCC1;1
3441;CCn1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21;3,2
3442;Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1;3,2
3443;Cc1ccc(Cl)c(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)c1;2,6
3444;CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1;2,38
3445;O=C(CO)N1CCC[C@H]1COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12;3,62
3446;COc1ccc(-c2nc(N3CCOCC3)nc(O)c2C#N)cc1;0,2
3447;CN1CCC(COc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1;2,59
3448;COc1cc2ncnc(NCc3ccccc3)c2cc1OC;3,29
3449;CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21;3,53
3450;CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12;2,17
3451;Cc1ccc(Oc2ccc(OCC(=O)Nc3ccncc3)cc2)cc1;4,3
3452;Cn1cnc2cc(OC(=O)c3ccccc3)cnc21;2,4
3453;Brc1cc(Br)cc(COC[C@H](c2ccccc2)N2CCNCC2)c1;2,8
3454;Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1;0,01
3455;O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21;2,6
3456;Nc1c(-c2ccccc2)c(CN2CCOCC2)nn1-c1ccc(F)cc1;2,33
3457;C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12;3,32
3458;Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12;3,98
3459;COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1;1,78
3460;CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21;2,38
3461;NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1;3,6
3462;CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc([C@H](O)CO)cn2)cc1Cl;2,58
3463;CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O;1,61
3464;COc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1;3,14
3465;CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21;-0,76
3466;N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1;3,48
3467;CN(C)C(=O)Nc1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1;1,1
3468;COc1cc(Nc2cc(Oc3cccnc3C)ccn2)cc(OC)c1OC;3,19
3469;CCOc1ccccc1-c1ccc2c(c1)C(=O)C(=O)c1ccccc1-2;2,67
3470;Cc1cccc(NC(=O)NCC(c2cccnc2)N2CCOCC2)c1;2
3471;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4cc(F)ccc4c3C2)CC1;2,99
3472;CNC1=Nc2ncccc2C(c2ccns2)=NC1c1cccs1;2,15
3473;CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)nc1;2,56
3474;C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1;3,7
3475;CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1;3,92
3476;NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1;4,1
3477;CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)OC)C(c1ccccc1)c1ccccc1)C1CCCCC1;2,42
3478;O=c1cc(-c2cccnc2)[nH]c2cc(Cc3ccccc3)ccc12;3,46
3479;COc1cc(O)ccc1/C=C1\CCCN=C1c1cccnc1;2,2
3480;CCCNC(=O)c1nnc2c(-c3ccccc3)cccc2c1N;3,8
3481;COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)CC3CCCC3)cc21;1,6
3482;COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1;2,6
3483;Cc1cc(=O)[nH]c2sc(C(=O)c3ccc(Br)cc3)c(N)c12;2,57
3484;COC(=O)CCCCCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2;2,9
3485;Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1;2,37
3486;CCCSc1c(C(=O)NC2CCCCC2)cnn1C;2,99
3487;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1;-0,87
3488;O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12;2
3489;COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC;3,56
3490;Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC(C)(C)CN(C)C)n1;2,2
3491;CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl;2,52
3492;N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1;-1,08
3493;CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1;2,06
3494;O=C(NCCNC(=O)c1cn(-c2ccccc2)nc1C(F)(F)F)c1ccc(Cl)cn1;3,8
3495;CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1;3,97
3496;NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1;4,1
3497;Cc1oc(-c2ccc(Cl)cc2)cc1C(=O)O;1,67
3498;CSc1nc2cc(Cl)ccc2[nH]1;3,22
3499;CC(C)C[C@H](CO)Nc1nc(SCc2cccc(C#N)c2)nc2nc(N)sc12;3,9
3500;O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1;3,8
3501;COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC;0,63
3502;CN(C)C(=O)N[C@H]1CC[C@H](CN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1;-0,07
3503;O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1;1,06
3504;Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1;2,9
3505;CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1;1
3506;O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1;1,27
3507;C[C@@H]1CN(C(=O)OC(C)(C)C#N)CCN1c1ncc(OCc2ccncc2C#N)cn1;2,3
3508;CN(C(=O)Cc1ccc(S(C)(=O)=O)c(F)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1;3
3509;CCOc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3;3,1
3510;Oc1cc(-c2ccccc2)nc2ncnn12;-0,21
3511;NC(=O)c1nnn(-c2ccccc2)c1N;0,74
3512;OC(c1ccccc1)c1cccnc1;1,72
3513;Cc1ccc(C(=O)Nc2nccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O;2,56
3514;Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1cn(C)c2ccc(Cl)cc12;4,48
3515;CC(CN1c2ccccc2Sc2ccccc21)N(C)C;2,67
3516;CCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1;3,29
3517;N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1;0,91
3518;CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21;0,6
3519;Cc1cc(Oc2ccnc(Nc3cccc(N4CCOCC4)c3)c2)c(-c2ccccn2)nc1C;3,27
3520;Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl;2,19
3521;c1ccc2[nH]c(-c3cscn3)nc2c1;2,35
3522;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(Cl)cc(Cl)c2)C2CCN(S(C)(=O)=O)CC2)CC1;2,6
3523;Cc1cnc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2n1;3,55
3524;COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2;2,99
3525;Oc1nc(-c2ccccc2)nc2ccccc12;2,46
3526;Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12;3,2
3527;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C;3,26
3528;N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1;0,7
3529;C[C@@](O)(C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1Cl)C(F)(F)F;2,62
3530;CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1;1,59
3531;CC(C)[C@H](NC(=O)C[C@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C;1,91
3532;O=C1O[C@]2(CN3CCC2CC3)CN1c1cccs1;0,9
3533;CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC;1,94
3534;O=C(N[C@H]1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1;3,3
3535;CC(O)C(C)OC(=O)[C@@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1;2,8
3536;COc1cc(N2CC3COCC(C2)N3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1;3
3537;COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1;1,73
3538;Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl;2,98
3539;O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3ccccn3)c2)o1;3,1
3540;CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F;3,07
3541;CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1;3,7
3542;CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21;4,36
3543;CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2C(=O)CCC2=O)c1=O)C(=O)C(F)(F)F;0,96
3544;CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1;1
3545;CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4ccc(Cl)cc4Cl)c3c2)CC1;3,23
3546;COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1;0,86
3547;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C1CCCCC1;2,39
3548;COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1;1,1
3549;Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3;-0,12
3550;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)Cc3ccccc3)cc2)CC1;3,61
3551;O=C(NCC1CCOCC1)c1nc(OS(=O)(=O)CCC(F)(F)F)ccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12;4,2
3552;CC(CC(=O)NCc1ccccc1)C1CCCO1;2,1
3553;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(CCCc2ccccc2)C1)C1CCCCC1;1,9
3554;CNc1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)nc2c(N3CCN(C)CC3)cc(OC)cc12;2,93
3555;CS(=O)(=O)Cc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1;2,49
3556;CCn1c2ccccc2c2cc(NC(=O)CN(C)C)ccc21;3,2
3557;O=C(O)COc1ccc(Cl)cc1C1CCCCC1;0,93
3558;Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1;3,8
